100	1	1	1	1
100	1	1	1	3
100	1	1	1	4
100	1	1	1	6
100	1	1	1	8
100	1	1	1	12
100	1	2	1	1
100	1	2	1	3
100	1	2	1	4
100	1	2	1	6
100	1	2	1	8
100	1	2	1	12
100	1	3	1	1
100	1	3	1	3
100	1	3	1	4
100	1	3	1	6
100	1	3	1	8
100	1	3	1	12
100	2	1	1	1
100	2	1	1	3
100	2	1	1	4
100	2	1	1	6
100	2	1	1	8
100	2	1	1	12
100	2	2	1	1
100	2	2	1	3
100	2	2	1	4
100	2	2	1	6
100	2	2	1	8
100	2	2	1	12
100	2	3	1	1
100	2	3	1	3
100	2	3	1	4
100	2	3	1	6
100	2	3	1	8
100	2	3	1	12
100	3	1	1	1
100	3	1	1	3
100	3	1	1	4
100	3	1	1	6
100	3	1	1	8
100	3	1	1	12
100	3	2	1	1
100	3	2	1	3
100	3	2	1	4
100	3	2	1	6
100	3	2	1	8
100	3	2	1	12
100	3	3	1	1
100	3	3	1	3
100	3	3	1	4
100	3	3	1	6
100	3	3	1	8
100	3	3	1	12
