16	1	1	1	3	96	0.021528196334839
16	1	1	2	3	96	0.019039797782898
16	1	1	4	3	96	0.013727712631226
16	1	1	8	3	96	0.020590114593506
16	1	2	1	3	96	0.022468614578247
16	1	2	2	3	96	0.023079395294189
16	1	2	4	3	96	0.022306609153748
16	1	2	8	3	96	0.020509815216064
16	1	4	1	3	96	0.019473910331726
16	1	4	2	3	96	0.018258500099182
16	1	4	4	3	96	0.022952699661255
16	1	4	8	3	96	0.019861507415771
16	2	1	1	3	96	0.020899200439453
16	2	1	2	3	96	0.016365194320679
16	2	1	4	3	96	0.013312292098999
16	2	1	8	3	96	0.020683908462524
16	2	2	1	3	96	0.021081614494324
16	2	2	2	3	96	0.016211891174316
16	2	2	4	3	96	0.017884397506714
16	2	2	8	3	96	0.0150799036026
16	2	4	1	3	96	0.034071397781372
16	2	4	2	3	96	0.016231203079224
16	2	4	4	3	96	0.018573307991028
16	2	4	8	3	96	0.021002602577209
16	4	1	1	3	96	0.019622588157654
16	4	1	2	3	96	0.020745706558228
16	4	1	4	3	96	0.021554803848267
16	4	1	8	3	96	0.020877289772034
16	4	2	1	3	96	0.021668195724487
16	4	2	2	3	96	0.020628499984741
16	4	2	4	3	96	0.01948549747467
16	4	2	8	3	96	0.021902298927307
16	4	4	1	3	96	0.018489289283752
16	4	4	2	3	96	0.022677803039551
16	4	4	4	3	96	0.023388195037842
16	4	4	8	3	96	0.021547603607178
20	1	1	1	3	96	0.017967510223389
20	1	1	2	3	96	0.012271094322205
20	1	1	4	3	96	0.0149738073349
20	1	1	8	3	96	0.021086692810059
20	1	2	1	3	96	0.016918897628784
20	1	2	2	3	96	0.017021417617798
20	1	2	4	3	96	0.015105199813843
20	1	2	8	3	96	0.020493578910828
20	1	4	1	3	96	0.014204716682434
20	1	4	2	3	96	0.016222906112671
20	1	4	4	3	96	0.012267088890076
20	1	4	8	3	96	0.015549683570862
20	2	1	1	3	96	0.013026404380798
20	2	1	2	3	96	0.019441199302673
20	2	1	4	3	96	0.012142205238342
20	2	1	8	3	96	0.017598915100098
20	2	2	1	3	96	0.017776608467102
20	2	2	2	3	96	0.016640496253967
20	2	2	4	3	96	0.020376586914063
20	2	2	8	3	96	0.02247200012207
20	2	4	1	3	96	0.017094993591309
20	2	4	2	3	96	0.01167209148407
20	2	4	4	3	96	0.021909499168396
20	2	4	8	3	96	0.019015097618103
20	4	1	1	3	96	0.016529703140259
20	4	1	2	3	96	0.017000603675842
20	4	1	4	3	96	0.012230896949768
20	4	1	8	3	96	0.018598604202271
20	4	2	1	3	96	0.014631199836731
20	4	2	2	3	96	0.017166304588318
20	4	2	4	3	96	0.022505116462708
20	4	2	8	3	96	0.01729941368103
20	4	4	1	3	96	0.01843249797821
20	4	4	2	3	96	0.026325702667236
20	4	4	4	3	96	0.01937301158905
20	4	4	8	3	96	0.016455793380737
32	1	1	1	3	96	0.02311110496521
32	1	1	2	3	96	0.023684692382813
32	1	1	4	3	96	0.018176102638245
32	1	1	8	3	96	0.023722100257874
32	1	2	1	3	96	0.022516202926636
32	1	2	2	3	96	0.018787693977356
32	1	2	4	3	96	0.019905114173889
32	1	2	8	3	96	0.021303915977478
32	1	4	1	3	96	0.02089729309082
32	1	4	2	3	96	0.022247505187988
32	1	4	4	3	96	0.020922684669495
32	1	4	8	3	96	0.021238398551941
32	2	1	1	3	96	0.020311903953552
32	2	1	2	3	96	0.024510502815247
32	2	1	4	3	96	0.019785785675049
32	2	1	8	3	96	0.022186899185181
32	2	2	1	3	96	0.021927809715271
32	2	2	2	3	96	0.014855599403381
32	2	2	4	3	96	0.020342516899109
32	2	2	8	3	96	0.022178292274475
32	2	4	1	3	96	0.019036388397217
32	2	4	2	3	96	0.021221685409546
32	2	4	4	3	96	0.022277903556824
32	2	4	8	3	96	0.022802090644836
32	4	1	1	3	96	0.021630692481995
32	4	1	2	3	96	0.016080093383789
32	4	1	4	3	96	0.018569397926331
32	4	1	8	3	96	0.019212412834167
32	4	2	1	3	96	0.013853001594543
32	4	2	2	3	96	0.019505095481873
32	4	2	4	3	96	0.020505285263062
32	4	2	8	3	96	0.02102370262146
32	4	4	1	3	96	0.022230792045593
32	4	4	2	3	96	0.022383308410645
32	4	4	4	3	96	0.023211407661438
32	4	4	8	3	96	0.01990180015564
16	1	1	1	7	96	0.033322811126709
16	1	1	2	7	96	0.038488101959229
16	1	1	4	7	96	0.038429498672485
16	1	1	8	7	96	0.036356687545776
16	1	2	1	7	96	0.033074998855591
16	1	2	2	7	96	0.032278800010681
16	1	2	4	7	96	0.036247396469116
16	1	2	8	7	96	0.033895301818848
16	1	4	1	7	96	0.034390497207642
16	1	4	2	7	96	0.032051086425781
16	1	4	4	7	96	0.035502195358276
16	1	4	8	7	96	0.039755082130432
16	2	1	1	7	96	0.033581304550171
16	2	1	2	7	96	0.034025502204895
16	2	1	4	7	96	0.035635614395142
16	2	1	8	7	96	0.032278490066528
16	2	2	1	7	96	0.034463286399841
16	2	2	2	7	96	0.033503794670105
16	2	2	4	7	96	0.03326210975647
16	2	2	8	7	96	0.036103081703186
16	2	4	1	7	96	0.041293811798096
16	2	4	2	7	96	0.041787099838257
16	2	4	4	7	96	0.034005689620972
16	2	4	8	7	96	0.035431504249573
16	4	1	1	7	96	0.036331295967102
16	4	1	2	7	96	0.040167093276978
16	4	1	4	7	96	0.042682600021362
16	4	1	8	7	96	0.036238598823547
16	4	2	1	7	96	0.031776309013367
16	4	2	2	7	96	0.033532094955444
16	4	2	4	7	96	0.03940761089325
16	4	2	8	7	96	0.039385890960693
16	4	4	1	7	96	0.037558007240295
16	4	4	2	7	96	0.033461499214172
16	4	4	4	7	96	0.035038495063782
16	4	4	8	7	96	0.036853623390198
20	1	1	1	7	96	0.034597396850586
20	1	1	2	7	96	0.027899599075317
20	1	1	4	7	96	0.034058380126953
20	1	1	8	7	96	0.036410093307495
20	1	2	1	7	96	0.034517502784729
20	1	2	2	7	96	0.035522103309631
20	1	2	4	7	96	0.030154204368591
20	1	2	8	7	96	0.037798595428467
20	1	4	1	7	96	0.028705906867981
20	1	4	2	7	96	0.037442898750305
20	1	4	4	7	96	0.033422780036926
20	1	4	8	7	96	0.034467577934265
20	2	1	1	7	96	0.032337188720703
20	2	1	2	7	96	0.039117884635925
20	2	1	4	7	96	0.035582780838013
20	2	1	8	7	96	0.030785894393921
20	2	2	1	7	96	0.030365800857544
20	2	2	2	7	96	0.033179092407227
20	2	2	4	7	96	0.03825159072876
20	2	2	8	7	96	0.034415102005005
20	2	4	1	7	96	0.032086300849915
20	2	4	2	7	96	0.034899687767029
20	2	4	4	7	96	0.028690409660339
20	2	4	8	7	96	0.033135104179382
20	4	1	1	7	96	0.025292897224426
20	4	1	2	7	96	0.031820392608643
20	4	1	4	7	96	0.030707406997681
20	4	1	8	7	96	0.031305599212646
20	4	2	1	7	96	0.035863995552063
20	4	2	2	7	96	0.034037804603577
20	4	2	4	7	96	0.032972812652588
20	4	2	8	7	96	0.031632113456726
20	4	4	1	7	96	0.034394407272339
20	4	4	2	7	96	0.050621390342712
20	4	4	4	7	96	0.033943700790405
20	4	4	8	7	96	0.039040112495422
32	1	1	1	7	96	0.03707971572876
32	1	1	2	7	96	0.037015819549561
32	1	1	4	7	96	0.037258315086365
32	1	1	8	7	96	0.033440804481506
32	1	2	1	7	96	0.036435699462891
32	1	2	2	7	96	0.03724250793457
32	1	2	4	7	96	0.032255411148071
32	1	2	8	7	96	0.03343300819397
32	1	4	1	7	96	0.03706910610199
32	1	4	2	7	96	0.035982608795166
32	1	4	4	7	96	0.037583303451538
32	1	4	8	7	96	0.040625214576721
32	2	1	1	7	96	0.033893799781799
32	2	1	2	7	96	0.040972900390625
32	2	1	4	7	96	0.034288907051086
32	2	1	8	7	96	0.040454196929932
32	2	2	1	7	96	0.036664295196533
32	2	2	2	7	96	0.035142517089844
32	2	2	4	7	96	0.040391778945923
32	2	2	8	7	96	0.036418795585632
32	2	4	1	7	96	0.032754802703857
32	2	4	2	7	96	0.029804301261902
32	2	4	4	7	96	0.031143593788147
32	2	4	8	7	96	0.039959692955017
32	4	1	1	7	96	0.037013506889343
32	4	1	2	7	96	0.034015011787415
32	4	1	4	7	96	0.035975408554077
32	4	1	8	7	96	0.034565997123718
32	4	2	1	7	96	0.032391309738159
32	4	2	2	7	96	0.041280698776245
32	4	2	4	7	96	0.036422300338745
32	4	2	8	7	96	0.031390404701233
32	4	4	1	7	96	0.034714794158936
32	4	4	2	7	96	0.036022996902466
32	4	4	4	7	96	0.042602109909058
32	4	4	8	7	96	0.03774311542511
16	1	1	1	13	96	0.084787392616272
16	1	1	2	13	96	0.080302119255066
16	1	1	4	13	96	0.077267289161682
16	1	1	8	13	96	0.065523600578308
